#
# U.S. Geological Survey, National Water Information System
# Surface water measurements
#
# Retrieved: 2023-08-07 11:59:51 EDT     (vaww02)
#
# Further descriptions of the columns and codes used can be found at:
# https://help.waterdata.usgs.gov/output-formats#streamflow_measurement_data
#
# Data for the following 1 site(s) are contained in this file
#  USGS 02087183 NEUSE RIVER NEAR FALLS, NC
# -----------------------------------------------------------------------------------
#
#
agency_cd	site_no	measurement_nu	measurement_dt	tz_cd	q_meas_used_fg	party_nm	site_visit_coll_agency_cd	gage_height_va	discharge_va	measured_rating_diff	gage_va_change	gage_va_time	control_type_cd	discharge_cd
5s	15s	6s	19d	12s	1s	12s	5s	12s	12s	12s	7s	6s	21s	15s
USGS	02087183	303	1999-05-18 09:40:00	EDT	Yes	CTH	USGS	1.38	153	Good	0.00	1.80	Clear	NONE
USGS	02087183	304	1999-06-30 11:40:00	EDT	Yes	CTH	USGS	1.37	142	Fair	0.00	1.20	Clear	NONE
USGS	02087183	305	1999-08-10 08:20:00	EDT	Yes	CTH	USGS	1.61	226	Good	-0.01	2.20	Clear	NONE
USGS	02087183	306	1999-10-18 14:26:00	EDT	Yes	DMH/BAA	USGS	1.54	216	Good	0.00	0.70	Unspecifed	NONE
USGS	02087183	307	1999-12-09 11:16:00	EST	Yes	DMH/BCR	USGS	1.47	189	Fair	-0.03	0.70	Clear	NONE
USGS	02087183	308	2000-05-31 18:03:00	EDT	Yes	DMH	USGS	1.40	173	Good	-0.03	0.70	Clear	NONE
USGS	02087183	309	2000-07-06 08:45:00	EDT	Yes	DMH	USGS	1.27	134	Good	0.00	0.80	DebrisLight	NONE
USGS	02087183	310	2000-08-23 09:30:00	EDT	Yes	DMH	USGS	1.27	136	Good	-0.01	1.50		NONE
USGS	02087183	311	2000-10-03 12:45:00	EDT	Yes	GDC	USGS	1.29	141	Good	-0.01	1.00	Clear	NONE
USGS	02087183	312	2000-10-24 16:50:00	EDT	Yes	JIM/GDC	USGS	1.24	122	Poor	0.00	0.30		NONE
USGS	02087183	313	2000-11-29 07:55:00	EST	Yes	GDC	USGS	1.27	132	Good	0.00	0.60	Clear	NONE
USGS	02087183	314	2000-12-15 08:37:00	EST	Yes	BAA	USGS	0.79	41.4	Good	0.00	0.60	Clear	NONE
USGS	02087183	315	2000-12-15 09:15:00	EST	Yes	BAA	USGS	0.79	42.6	Good	0.00	0.60	Clear	NONE
USGS	02087183	316	2001-01-16 10:15:00	EST	Yes	GDC	USGS	1.29	135	Good	0.01	0.50	Clear	NONE
USGS	02087183	317	2001-03-19 12:35:00	EST	Yes	TLM	USGS	1.24	148	Good	0.00	0.50	Clear	NONE
USGS	02087183	318	2001-05-02 12:15:00	EDT	Yes	GDC	USGS	1.43	178	Good	0.01	0.40	Clear	NONE
USGS	02087183	319	2001-06-27 12:48:00	EDT	Yes	TLM	USGS	1.24	151	Good	-0.01	0.50	Clear	NONE
USGS	02087183	320	2001-10-11 10:45:00	EDT	Yes	GDC/&Co	USGS	1.46	201	Fair	0.00	0.80	Clear	NONE
USGS	02087183	321	2001-10-11 10:50:00	EDT	Yes	GDC/&Co	USGS	1.46	213	Fair	0.00	0.80	Clear	NONE
USGS	02087183	322	2001-11-20 09:38:00	EST	Yes	DMH	USGS	1.10	101	Good	0.00	0.50	Clear	NONE
USGS	02087183	323	2001-12-04 13:39:00	EST	Yes	GDC	USGS	0.90	65.3	Fair	0.01	0.60	Clear	NONE
USGS	02087183	324	2002-01-30 13:35:00	EST	Yes	GDC/GLM	USGS	0.91	66.1	Good	0.01	0.60	Clear	NONE
USGS	02087183	325	2002-04-22 11:00:00	EDT	Yes	JIM	USGS	1.37	163	Good	0.00	1.00	Clear	NONE
USGS	02087183	326	2002-06-14 10:09:00	EDT	Yes	GLM	USGS	1.40	181	Good	0.01	1.10	Clear	NONE
USGS	02087183	327	2002-08-05 11:45:00	EDT	Yes	GDC	USGS	1.33	167	Good	0.00	0.50	Clear	NONE
USGS	02087183	328	2002-09-03 13:50:00	EDT	Yes	GDC	USGS	1.20	121	Good	0.00	1.00	Clear	NONE
USGS	02087183	329	2002-10-01 11:38:00	EDT	Yes	GDC	USGS	1.19	123	Fair	0.00	0.90	Clear	NONE
USGS	02087183	330	2002-10-18 14:10:00	EDT	Yes	GDC/GLM	USGS	1.18	117	Good	0.00	0.30	Clear	NONE
USGS	02087183	331	2002-10-22 10:50:00	EDT	Yes	GDC/TLM	USGS	2.44	976	Fair	0.02	1.20	Clear	NONE
USGS	02087183	332	2002-10-23 09:45:00	EDT	Yes	GDC/PSS	USGS	3.20	2120	Fair	0.04	1.40	Clear	NONE
USGS	02087183	333	2002-10-24 09:36:00	EDT	Yes	GDC/BAA	USGS	2.75	1350	Good	-0.01	0.80	Clear	NONE
USGS	02087183	334	2002-10-25 08:53:00	EDT	Yes	GDC/BAA	USGS	2.00	477	Good	0.01	0.50	Clear	NONE
USGS	02087183	335	2002-11-01 09:25:00	EST	Yes	BAA/PSS	USGS	2.22	706	Good	0.03	0.80	Clear	NONE
USGS	02087183	336	2002-11-20 12:30:00	EST	Yes	GDC/DAW	USGS	3.14	2050	Good	0.06	0.80	Clear	NONE
USGS	02087183	337	2003-01-15 09:14:00	EST	Yes	GDC	USGS	1.42	182	Good	0.06	0.50	Clear	NONE
USGS	02087183	338	2003-04-17 12:00:00	EDT	Yes	BAA/DAW	USGS	5.44	6060	Good	0.07	1.00	Clear	NONE
USGS	02087183	339	2003-07-30 14:00:00	EDT	Yes	GDC	USGS	1.77	348	Good	-0.01	0.50	Clear	NONE
USGS	02087183	340	2003-10-14 11:03:00	EDT	Yes	GDC	USGS	1.38	174	Good	0.02	0.50	Clear	NONE
USGS	02087183	341	2003-11-24 15:00:00	EST	Yes	GLM	USGS	1.39	165	Good	0.01	0.50	Clear	NONE
USGS	02087183	342	2004-02-06 11:00:00	EST	Yes	PSS	USGS	1.58	259	Good	0.01	0.70	Clear	NONE
USGS	02087183	343	2004-03-09 11:30:00	EST	Yes	PSS	USGS	1.85	400	Good	-0.01	0.50	Clear	NONE
USGS	02087183	344	2004-03-29 10:37:00	EST	Yes	BAA	USGS	1.57	244	Good	0.00	1.00	Clear	NONE
USGS	02087183	345	2004-04-20 09:54:00	EDT	Yes	TLM/JIM	USGS	2.36	872	Good	0.01	0.90	Clear	NONE
USGS	02087183	346	2004-05-11 13:40:00	EDT	Yes	JRE/PSS	USGS	1.52	237	Good	0.01	1.00	Clear	NONE
USGS	02087183	347	2004-06-10 14:30:00	EDT	Yes	JRE/TLM	USGS	1.14	107	Good	0.00	0.70	Clear	NONE
USGS	02087183	348	2004-07-28 13:30:00	EDT	Yes	JRE	USGS	1.14	114	Good	0.00	2.00	Clear	NONE
USGS	02087183	349	2004-08-20 11:14:00	EDT	Yes	DAW/TLM	USGS	2.78	1460	Good	-0.01	1.00	Clear	NONE
USGS	02087183	350	2004-10-01 08:42:00	EDT	Yes	JIM	USGS	1.38	189	Good	0.00	0.60	Clear	NONE
USGS	02087183	351	2004-11-29 14:20:00	EST	Yes	jim	USGS	1.40	189	Good	0.00	0.60	Clear	NONE
USGS	02087183	352	2005-04-21 10:50:00	EDT	Yes	JIM	USGS	1.58	260	Fair	0.00	0.40	Clear	NONE
USGS	02087183	353	2005-06-14 10:07:00	EDT	Yes	JIM	USGS	1.20	118	Fair	0.00	0.40	Clear	NONE
USGS	02087183	354	2005-08-05 09:56:00	EDT	Yes	JIM	USGS	1.25	136	Good	0.00	0.50	Clear	NONE
USGS	02087183	355	2005-10-03 13:10:00	EDT	Yes	JIM	USGS	1.30	147	Fair	0.00	0.60	VegetationLight	NONE
USGS	02087183	356	2005-11-22 09:12:00	EST	Yes	SAD/GDC	USGS	0.90	63.6	Good	-0.01	0.50	DebrisLight	NONE
USGS	02087183	357	2006-02-14 10:02:00	EST	Yes	GDC	USGS	0.69	33.2	Fair	0.00	0.50	Clear	NONE
USGS	02087183	358	2006-02-14 10:10:00	EST	Yes	PSS	USGS	0.69	35.2	Fair	0.00	0.50	Clear	NONE
USGS	02087183	359	2006-02-14 11:25:00	EST	Yes	GDC	USGS	0.04	0.28	Fair			Clear	NONE
USGS	02087183	360	2006-02-14 11:36:00	EST	Yes	PSS	USGS	0.04	0.27	Fair			Clear	NONE
USGS	02087183	361	2006-02-14 12:28:00	EST	Yes	GDC	USGS	0.60	28.4	Fair	0.03	0.50	Clear	NONE
USGS	02087183	362	2006-02-14 12:35:00	EST	Yes	PSS	USGS	0.60	27.4	Fair	0.03	0.50	Clear	NONE
USGS	02087183	363	2006-02-16 07:45:00	EST	Yes	GDC	USGS	0.94	69.3	Good	0.01	0.50	Clear	NONE
USGS	02087183	364	2006-05-16 11:48:00	EDT	Yes	GDC/KRR	USGS	1.23	128	Good	0.01	1.00	Clear	NONE
USGS	02087183	365	2006-08-18 08:04:00	EDT	Yes	GDC	USGS	1.25	127	Good	0.00	0.50	Clear	NONE
USGS	02087183	366	2006-10-06 09:58:00	EDT	Yes	GDC	USGS	1.25	130	Good	0.00	0.50	Clear	NONE
USGS	02087183	367	2006-12-07 09:37:00	EST	Yes	sad/gdc	USGS	3.87	3690	Fair	0.00	1.00	Clear	NONE
USGS	02087183	368	2007-01-19 10:20:00	EST	Yes	sad	USGS	1.73	335	Good	0.00	1.50	Clear	NONE
USGS	02087183	369	2007-05-04 12:13:00	EDT	Yes	sad	USGS	1.71	326	Fair	0.00	0.80	Clear	NONE
USGS	02087183	370	2007-06-18 11:44:00	EDT	Yes	sad	USGS	1.23	131	Fair	0.00	0.80	Clear	NONE
USGS	02087183	371	2007-09-07 13:06:00	EDT	Yes	sad	USGS	1.36	182	Fair	0.00	0.80	Clear	NONE
USGS	02087183	372	2007-10-15 14:20:00	EDT	Yes	sad	USGS	1.31	136	Poor	0.00	0.50		NONE
USGS	02087183	373	2007-11-19 13:27:00	EST	Yes	GLM	USGS	0.86	55.8	Good	0.00	0.60	DebrisLight	NONE
USGS	02087183	374	2008-02-07 11:21:00	EST	Yes	GLM	USGS	0.87	58.2	Fair	0.00	0.60	Clear	NONE
USGS	02087183	375	2008-03-06 10:42:00	EST	Yes	BAA	USGS	0.61	27.6	Good	0.00	1.00	Clear	NONE
USGS	02087183	376	2008-04-08 10:25:00	EDT	Yes	GLM	USGS	1.96	444	Fair	0.00	1.00	Clear	NONE
USGS	02087183	377	2008-04-14 09:57:00	EDT	Yes	GLM/BJM	USGS	2.43	916	Fair	-0.01	0.80	Clear	NONE
USGS	02087183	378	2008-05-19 10:10:00	EDT	Yes	GLM	USGS	1.68	303	Good	0.00	0.70	Clear	NONE
USGS	02087183	379	2008-06-24 13:22:00	EDT	Yes	GLM	USGS	1.05	88.6	Good	0.00	0.50	DebrisLight	NONE
USGS	02087183	380	2008-08-11 11:38:00	EDT	Yes	BJM/SEF	USGS	1.36	176	Good	0.00	1.00	Clear	NONE
USGS	02087183	381	2008-09-04 14:00:00	EDT	Yes	BJM	USGS	1.19	128	Good	0.00	0.50	Clear	NONE
USGS	02087183	382	2008-09-04 15:20:00	EDT	Yes	BJM	USGS	1.19	126	Good	0.00	0.50	Clear	NONE
USGS	02087183	383	2008-09-15 11:30:00	EDT	Yes	TLM/BJM	USGS	3.16	1880	Good	-0.01	0.30	Clear	NONE
USGS	02087183	384	2008-09-17 11:25:00	EDT	Yes	BAA/BJM	USGS	3.16	1930	Good	0.00	0.10	Clear	NONE
USGS	02087183	385	2008-09-30 13:30:00	EDT	Yes	BJM	USGS	3.36	2240	Fair	0.05	0.30	Clear	NONE
USGS	02087183	386	2008-10-07 09:45:30	EDT	Yes	BJM/JJW	USGS	2.35	819	Good	0.00	0.30	Clear	NONE
USGS	02087183	387	2008-12-04 12:15:00	EST	Yes	BJM	USGS	1.10	99.2	Good	0.00	0.50	Clear	NONE
USGS	02087183	388	2008-12-17 09:15:00	EST	Yes	BJM/EMS	USGS	3.58	3080	Good			Clear	NONE
USGS	02087183	389	2009-01-23 08:45:00	EST	Yes	BJM	USGS	1.17	116	Good	0.00	0.50	Clear	NONE
USGS	02087183	390	2009-03-17 08:45:00	EDT	Yes	BJM	USGS	1.73	325	Good	0.00	0.50	Clear	NONE
USGS	02087183	391	2009-05-14 08:30:00	EDT	Yes	BJM	USGS	1.13	104	Good	0.00	0.50	Clear	NONE
USGS	02087183	392	2009-07-01 08:40:00	EDT	Yes	BJM	USGS	1.34	157	Fair	0.00	0.50	Clear	NONE
USGS	02087183	393	2009-08-20 08:00:00	EDT	Yes	BJM	USGS	1.06	89.6	Good	-0.01	0.50	Clear	NONE
USGS	02087183	394	2009-10-06 08:05:00	EDT	Yes	BJM	USGS	1.09	87.5	Fair	-0.01	0.40	Unspecifed	NONE
USGS	02087183	395	2009-12-02 09:06:00	EST	Yes	BJM	USGS	1.98	471	Fair	0.00	0.10	Clear	NONE
USGS	02087183	396	2010-02-03 09:49:30	EST	Yes	BJM/JJW	USGS	3.09	1800	Poor	0.06	0.50	Clear	NONE
USGS	02087183	397	2010-02-11 11:20:00	EST	Yes	BJM	USGS	2.78	1440	Fair	0.01	0.20	Clear	NONE
USGS	02087183	398	2010-02-18 09:22:00	EST	Yes	BJM/EMS	USGS	3.74	3500	Poor			Clear	NONE
USGS	02087183	399	2010-02-18 10:10:00	EST	Yes	BJM/EMS	USGS	3.71	3380	Fair	-0.10	0.20	Clear	NONE
USGS	02087183	400	2010-02-19 09:39:30	EST	Yes	BJM/EMS	USGS	3.90	3980	Poor		0.50	Clear	NONE
USGS	02087183	401	2010-02-19 10:50:00	EST	Yes	BJM/EMS	USGS	3.90	3830	Fair		1.00	Clear	NONE
USGS	02087183	402	2010-03-23 13:25:00	EDT	Yes	BJM	USGS	1.37	166	Good	0.01	0.50	Clear	NONE
USGS	02087183	403	2010-05-13 08:45:00	EDT	Yes	BJM	USGS	1.13	108	Fair	0.01	0.50	Clear	NONE
USGS	02087183	404	2010-07-15 09:15:00	EDT	Yes	BJM	USGS	1.21	128	Good	0.01	0.50	Clear	NONE
USGS	02087183	405	2010-09-02 08:30:00	EDT	Yes	BJM	USGS	1.23	131	Good	-0.01	0.50	Clear	NONE
USGS	02087183	406	2010-10-14 09:00:00	EDT	Yes	BJM	USGS	1.16	108	Fair	0.01	0.50	Clear	NONE
USGS	02087183	407	2010-11-19 11:45:00	EST	Yes	BJM	USGS	0.96	67.6	Fair	0.00	0.50	Clear	NONE
USGS	02087183	408	2011-02-03 08:55:00	EST	Yes	BJM	USGS	0.93	68.5	Good	0.00	0.50	Clear	NONE
USGS	02087183	409	2011-03-24 11:00:00	EDT	Yes	BJM/JCR	USGS	1.15	110	Good	0.00	0.50	Clear	NONE
USGS	02087183	410	2011-05-26 08:37:30	EDT	Yes	BJM	USGS	1.48	212	Fair	0.00	0.80	Clear	NONE
USGS	02087183	411	2011-07-21 08:05:00	EDT	Yes	BJM	USGS	1.39	179	Fair	0.00	0.50	Clear	NONE
USGS	02087183	412	2011-10-06 11:39:00	EDT	Yes	BJM	USGS	1.11	102	Good	0.00	0.50	Clear	NONE
USGS	02087183	413	2011-12-14 10:43:30	EST	Yes	pjc	USGS	1.03	86.2	Good	0.01	0.80		NONE
USGS	02087183	414	2012-02-03 09:41:30	EST	Yes	JIM	USGS	1.02	66.7	Poor	0.00	0.50	Clear	NONE
USGS	02087183	415	2012-02-03 10:35:30	EST	Yes	JIM	USGS	1.02	70.0	Good	0.00	0.50	Clear	NONE
USGS	02087183	416	2012-02-14 12:27:00	EST	Yes	JIM	USGS	1.02	69.9	Good	-0.01	0.60	Clear	NONE
USGS	02087183	417	2012-04-12 12:09:30	EDT	Yes	JIM	USGS	1.84	328	Good	0.00	0.90	Clear	NONE
USGS	02087183	418	2012-05-09 12:20:00	EDT	Yes	JIM	USGS	2.68	999	Good	0.00	0.30		NONE
USGS	02087183	419	2012-06-08 10:12:00	EDT	Yes	JIM	USGS	1.39	154	Good	0.00	0.60	Clear	NONE
USGS	02087183	420	2012-08-02 12:08:00	EDT	Yes	JIM	USGS	1.16	86.3	Good	0.00	0.50	Unspecifed	NONE
USGS	02087183	421	2012-09-28 09:06:30	EDT	Yes	JIM	USGS	1.34	128	Good	0.00		DebrisHeavy	NONE
USGS	02087183	422	2012-10-23 10:53:30	EDT	Yes	JIM	USGS	1.19	101	Fair	0.00	1.00	Unspecifed	NONE
USGS	02087183	423	2013-01-10 09:18:00	EST	Yes	TLM	USGS	0.98	70.6	Good	0.00	0.40	Clear	NONE
USGS	02087183	424	2013-01-11 14:15:00	EST	Yes	PJC	USGS	0.98	76.9	Good			Unspecifed	NONE
USGS	02087183	425	2013-02-21 11:49:30	EST	Yes	JIM	USGS	2.72	1440	Good	0.00	0.30	Clear	NONE
USGS	02087183	426	2013-03-04 13:07:30	EST	Yes	JIM	USGS	2.80	1580	Good	0.00	0.30	Clear	NONE
USGS	02087183	427	2013-04-10 11:54:30	EDT	Yes	JIM	USGS	2.15	699	Good			Clear	NONE
USGS	02087183	428	2013-05-08 09:48:30	EDT	Yes	JIM	USGS	3.28	2340	Good		0.40	Clear	NONE
USGS	02087183	429	2013-05-08 10:59:30	EDT	Yes	JIM	USGS	3.27	2490	Good		0.90	Clear	NONE
USGS	02087183	430	2013-06-03 15:24:30	EDT	Yes	JIM	USGS	1.20	130	Good	0.00	0.80	Clear	NONE
USGS	02087183	431	2013-08-23 07:59:30	EDT	Yes	JIM	USGS	1.42	174	Good	0.00	0.60	Clear	NONE
USGS	02087183	432	2013-08-30 10:03:30	EDT	Yes	JIM	USGS	1.25	129	Good	0.00	0.80	Clear	NONE
USGS	02087183	433	2013-10-25 09:57:00	EDT	Yes	JIM/SAD	USGS	1.22	120	Fair	0.00	0.80	Clear	NONE
USGS	02087183	434	2013-12-10 12:17:30	EST	Yes	SAD	USGS	0.96	77.3	Fair	0.00	0.50		NONE
USGS	02087183	435	2014-02-27 10:54:05	EST	Yes	SAD	USGS	2.31	872	Fair	0.01	0.30		NONE
USGS	02087183	436	2014-03-14 10:37:17	EDT	Yes	SAD/GDC	USGS	3.77	3640	Good	0.00	0.30	Clear	NONE
USGS	02087183	437	2014-03-14 10:46:52	EDT	Yes	SAD/GDC	USGS	3.76	3730	Good	0.00	0.30	Clear	NONE
USGS	02087183	438	2014-04-10 10:38:29	EDT	Yes	SAD	USGS	3.28	2360	Fair	0.00	0.30		NONE
USGS	02087183	439	2014-06-02 10:54:59	EDT	Yes	SAD/EMS	USGS	2.13	653	Fair	0.00	1.00	Clear	NONE
USGS	02087183	440	2014-06-20 08:30:00	EDT	Yes	SAD	USGS	1.28	150	Fair	0.00	0.80		NONE
USGS	02087183	441	2014-07-28 10:15:00	EDT	Yes	SAD	USGS	1.21	124	Good	0.00	0.60		NONE
USGS	02087183	442	2014-09-12 12:32:00	EDT	Yes	SAD	USGS	1.29	145	Fair	0.00	0.40		NONE
USGS	02087183	443	2014-11-03 13:52:30	EST	Yes	SAD	USGS	1.15	119	Fair	0.00	0.80	Clear	NONE
USGS	02087183	444	2015-01-05 10:42:33	EST	Yes	SAD	USGS	3.07	2110	Fair			Clear	NONE
USGS	02087183	445	2015-03-06 13:45:39	EST	Yes	SAD	USGS	3.55	3390	Fair			Clear	NONE
USGS	02087183	446	2015-04-27 10:22:45	EDT	Yes	SAD	USGS	2.17	717	Good	0.00	0.30	Clear	NONE
USGS	02087183	447	2015-06-01 12:10:30	EDT	Yes	SAD	USGS	1.15	119	Good	0.00	0.80	Clear	NONE
USGS	02087183	448	2015-07-27 08:45:00	EDT	Yes	SAD	USGS	1.11	107	Fair	0.00	0.50	Clear	NONE
USGS	02087183	449	2015-09-14 12:00:00	EDT	Yes	SAD	USGS	1.20	133	Fair	0.00	0.50	Clear	NONE
USGS	02087183	450	2015-11-05 13:15:00	EST	Yes	SAD	USGS	1.24	131	Good	0.00	0.50	Clear	NONE
USGS	02087183	451	2015-12-29 10:04:50	EST	Yes	SAD	USGS	3.58	3110	Good	0.00	0.30	Clear	NONE
USGS	02087183	452	2016-01-03 16:55:57	EST	Yes	BJM/DAW	USGS	5.10	6000	Good			Unspecifed	NONE
USGS	02087183	453	2016-01-08 10:30:45	EST	Yes	SAD	USGS	4.22	5100	Fair	0.00	0.30	Clear	NONE
USGS	02087183	454	2016-01-12 11:33:49	EST	Yes	SAD/EMS	USGS	4.05	4520	Fair	0.00	0.30	Clear	NONE
USGS	02087183	455	2016-01-14 12:56:12	EST	Yes	SAD	USGS	3.91	4100	Fair			Clear	NONE
USGS	02087183	456	2016-03-04 11:44:26	EST	Yes	SAD	USGS	2.18	686	Fair	0.00	0.30	Unspecifed	NONE
USGS	02087183	457	2016-04-13 13:27:00	EDT	Yes	SAD	USGS	1.43	188	Good	0.00	0.50	Clear	NONE
USGS	02087183	458	2016-06-09 09:29:42	EDT	Yes	SAD	USGS	3.28	2460	Good	0.00	0.30	Clear	NONE
USGS	02087183	459	2016-08-01 10:51:00	EDT	Yes	SAD	USGS	1.24	130	Good	0.00	0.80	Clear	NONE
USGS	02087183	460	2016-10-31 13:11:21	EDT	Yes	SAD	USGS	3.75	3870	Fair	0.00	0.30	Clear	NONE
USGS	02087183	461	2016-12-19 09:04:00	EST	Yes	SAD	USGS	1.17	108	Good	0.00	0.80		NONE
USGS	02087183	462	2017-03-30 10:26:00	EDT	Yes	JJW	USGS	1.17	132	Good	0.00	0.50	Clear	NONE
USGS	02087183	463	2017-05-12 09:30:48	EDT	Yes	JJW/JIM	USGS	4.03	4410	Fair	0.10	0.40	Clear	NONE
USGS	02087183	464	2017-05-15 12:40:57	EDT	Yes	JJW	USGS	3.68	4110	Fair	0.07	0.25	Clear	NONE
USGS	02087183	465	2017-05-18 10:59:10	EDT	Yes	BJM/DAW	USGS	3.40	2940	Good			Clear	NONE
USGS	02087183	466	2017-05-18 13:28:15	EDT	Yes	BJM/DAW	USGS	3.00	2120	Good			Clear	NONE
USGS	02087183	467	2017-07-18 14:02:30	EDT	Yes	JJW	USGS	1.18	122	Fair	-0.01	0.75	Clear	NONE
USGS	02087183	468	2017-08-25 11:49:00	EDT	Yes	JJW	USGS	1.29	145	Fair	0.00	0.50	Clear	NONE
USGS	02087183	469	2017-11-14 12:38:30	EST	Yes	JJW	USGS	1.07	85.7	Fair	0.00	0.50	Clear	NONE
USGS	02087183	470	2017-11-15 10:33:30	EST	Yes	JJW	USGS	0.78	45.1	Fair	0.00	0.50	Clear	NONE
USGS	02087183	471	2018-01-03 10:25:00	EST	Yes	JJW	USGS	0.91	69.6	Good	0.00	0.50	Clear	NONE
USGS	02087183	472	2018-02-26 10:59:00	EST	Yes	JJW	USGS	0.93	72.5	Fair	0.00	0.50	Clear	NONE
USGS	02087183	473	2018-04-30 12:15:02	EDT	Yes	JJW	USGS	3.04	2040	Fair	-0.01	0.25	Clear	NONE
USGS	02087183	0474	2018-06-13 10:45:00	EDT	Yes	JJW	USGS	1.07	102	Fair	0.00	0.50	Clear	NONE
USGS	02087183	475	2018-08-16 11:23:30	EDT	Yes	JJW	USGS	1.11	100	Fair	0.00	0.50	Clear	NONE
USGS	02087183	476	2018-10-01 10:12:32	EDT	Yes	JES/PSS	USGS	4.42	5530	Good	0.00	0.50		NONE
USGS	02087183	477	2018-10-04 15:39:30	EDT	Yes	PSS/TLM	USGS	4.13	4910	Good	0.10	0.30	Clear	NONE
USGS	02087183	478	2018-10-05 09:52:30	EDT	Yes	PSS/TLM	USGS	3.76	3920	Good	0.07	0.30	Clear	NONE
USGS	02087183	479	2018-10-05 11:33:00	EDT	Yes	PSS/TLM	USGS	3.53	3420	Good	0.00	0.30	Clear	NONE
USGS	02087183	480	2018-10-05 12:56:30	EDT	Yes	PSS/TLM	USGS	3.29	2480	Good	0.00	0.30	Clear	NONE
USGS	02087183	481	2018-10-05 14:22:30	EDT	Yes	PSS/TLM	USGS	3.10	2210	Good	0.00	0.30	Clear	NONE
USGS	02087183	0482	2018-10-22 09:24:38	EDT	Yes	JJW	USGS	2.65	1380	Fair	-0.02	0.25	Clear	NONE
USGS	02087183	0483	2018-10-25 11:38:30	EDT	Yes	JJW	USGS	1.02	90.8	Good	0.00	0.50	Clear	NONE
USGS	02087183	0484	2018-11-01 11:49:35	EDT	Yes	JJW	USGS	2.62	1370	Good	-0.01	0.30	Clear	NONE
USGS	02087183	0485	2018-11-05 09:11:43	EST	Yes	JJW/EMS	USGS	1.92	513	Good	0.01	0.25	Clear	NONE
USGS	02087183	0486	2018-12-07 10:46:50	EST	Yes	JJW	USGS	3.26	2490	Fair	0.00	0.30	Clear	NONE
USGS	02087183	0487	2019-03-13 11:00:27	EDT	Yes	JJW	USGS	3.67	3890	Fair	0.07	0.25	Clear	NONE
USGS	02087183	488	2019-05-06 13:09:33	EDT	Yes	JJW	USGS	2.13	688	Good	0.00	0.30	Clear	NONE
USGS	02087183	0489	2019-07-11 12:30:00	EDT	Yes	JJW	USGS	1.17	108	Good	0.00	0.50	Clear	NONE
USGS	02087183	0490	2019-10-21 12:13:30	EDT	Yes	JJW	USGS	1.12	101	Good	0.00	0.75	Clear	NONE
USGS	02087183	491	2019-12-04 10:39:30	EST	Yes	JJW	USGS	0.98	70.8	Good	0.00	0.50	Clear	NONE
USGS	02087183	492	2020-02-12 12:49:25	EST	Yes	JJW	USGS	3.17	2510	Fair	-0.01	0.30	Clear	NONE
USGS	02087183	493	2020-02-18 13:36:00	EST	Yes	JJW	USGS	3.68	3900	Fair	-0.03	0.30	Clear	NONE
USGS	02087183	494	2020-04-07 13:45:31	EDT	Yes	JJW	USGS	1.76	369	Fair	0.00	0.25	Clear	NONE
USGS	02087183	495	2020-06-02 09:52:20	EDT	Yes	JJW	USGS	3.72	3940	Good	-0.06	0.25	Clear	NONE
USGS	02087183	496	2020-07-29 13:32:30	EDT	Yes	JJW/TMB	USGS	1.24	124	Good	0.00	1.00	Clear	NONE
USGS	02087183	497	2020-09-10 09:14:30	EDT	Yes	JJW/SAL	USGS	1.25	124	Fair	0.00	0.60	Clear	NONE
USGS	02087183	498	2020-11-18 11:58:25	EST	Yes	JJW	USGS	3.69	3860	Fair	0.03	0.40	Clear	NONE
USGS	02087183	499	2020-12-29 12:47:00	EST	Yes	JJW	USGS	3.86	4560	Fair	-0.07	0.25	Clear	NONE
USGS	02087183	0500	2021-01-13 10:03:18	EST	Yes	DFG/BJM/SAL/	USGS	3.67	3780	Good	0.00	0.35	Clear	NONE
USGS	02087183	0501	2021-01-13 11:13:21	EST	Yes	DFG/BJM/SAL/	USGS	3.66	3790	Good	0.00	0.25	Clear	NONE
USGS	02087183	0502	2021-01-13 12:51:07	EST	Yes	DFG/BJM/SAL/	USGS	3.63	3700	Good	0.00	0.25	Clear	NONE
USGS	02087183	0503	2021-01-13 13:47:12	EST	Yes	DFG/BJM/SAL/	USGS	3.71	3870	Poor	0.00	0.75	Clear	NONE
USGS	02087183	504	2021-03-05 14:58:59	EST	Yes	JJW	Unspe	4.33	5580	Fair	-0.02	0.30	Clear	NONE
USGS	02087183	0505	2021-05-03 12:21:00	EDT	Yes	JJW	USGS	1.35	145	Fair	0.00	0.70	Clear	NONE
USGS	02087183	506	2021-06-28 16:22:00	EDT	Yes	JJW	USGS	1.28	120	Good	0.00	0.70	Clear	NONE
USGS	02087183	507	2021-08-27 12:20:00	EDT	Yes	JJW	USGS	1.22	113	Good	-0.01	0.50	Clear	NONE
USGS	02087183	508	2021-10-26 11:00:00	EDT	Yes	JJW	USGS	1.19	106	Good	0.00	0.60	Clear	NONE
USGS	02087183	509	2021-12-08 13:21:00	EST	Yes	JJW	USGS	0.93	64.5	Fair	0.00	0.50	Clear	NONE
USGS	02087183	0510	2022-02-09 11:50:30	EST	Yes	SAL/JJW	USGS	1.23	128	Fair	0.00	0.75		NONE
