,Unnamed: 0,CatchId,Stage,Number of Cells,SurfaceArea (m2),BedArea (m2),Volume (m3),SLOPE,LENGTHKM,AREASQKM,Roughness,TopWidth (m),WettedPerimeter (m),WetArea (m2),HydraulicRadius (m),Discharge (m3s-1)
4978286,730180,8783531,8.8392,3450,296555.473527,10571367.08216,1540900.835693,0.00276833,1.882,2.1276,0.05,157.5746405563231,5617.091967141339,818.7570859155155,0.1457617376936412,238.6288902582833
4978287,730181,8783531,9.144,3557,305752.834846,10580585.734982,1632748.265651,0.00276833,1.882,2.1276,0.05,162.46165507226357,5621.99029488948,867.5601836615302,0.1543154893828548,262.65049133338545
4978288,730182,8783531,9.4488,3673,315723.812275,10590583.099406,1727575.432804,0.00276833,1.882,2.1276,0.05,167.7597302205101,5627.302390757705,917.9465636578108,0.163123731393118,288.3817394696527
4978289,730183,8783531,9.7536,3800,326640.28637,10601524.617798,1825541.919435,0.00276833,1.882,2.1276,0.05,173.56019467056325,5633.116162485653,970.0010198910732,0.1721961684992225,315.93187043663966
4978290,730184,8783531,10.0584,3922,337126.972623,10612033.573671,1926796.591947,0.00276833,1.882,2.1276,0.05,179.132291510627,5638.700092280022,1023.8026524691818,0.1815671406022952,345.44587550222997
4978291,730185,8783531,10.3632,4050,348129.408384,10623059.354056,2030969.357672,0.00276833,1.882,2.1276,0.05,184.97843165993623,5644.558636586609,1079.1548127906483,0.1911849769432526,376.870247174872
4978292,730186,8783531,10.668,4214,362226.286816,10637177.384232,2139275.312242,0.00276833,1.882,2.1276,0.05,192.46880277151968,5652.060246669502,1136.7031414675878,0.2011130617613983,410.59422556694904
4978293,730187,8783531,10.9728,4337,372798.936615,10647772.587844,2251221.719322,0.00276833,1.882,2.1276,0.05,198.0865763097769,5657.690004167907,1196.1858232316686,0.2114265402223279,446.7287587145351
4978294,730188,8783531,11.2776,4478,384918.812027,10659917.048876,2366668.136376,0.00276833,1.882,2.1276,0.05,204.52646760201915,5664.142959020191,1257.528233993624,0.2220156240920792,485.19058194731974
4978295,730189,8783531,11.5824,4619,397038.65818,10672059.651506,2485778.883017,0.00276833,1.882,2.1276,0.05,210.9663433475027,5670.594926411264,1320.8176849187034,0.2329240056923985,526.1682446370962
4978296,730190,8783531,11.8872,4738,407267.483126,10682321.005763,2608344.349329,0.00276833,1.882,2.1276,0.05,216.40142567800217,5676.047293179065,1385.9427998560045,0.244173934477519,569.749255009964
4978297,730191,8783531,12.192,4876,419129.427834,10694206.078318,2734205.785511,0.00276833,1.882,2.1276,0.05,222.70426558661,5682.362422060574,1452.819227157811,0.2556716941386115,615.8462059233366
4978298,730192,8783531,12.4968,5003,430045.829244,10705140.8509,2863687.464879,0.00276833,1.882,2.1276,0.05,228.5046914155154,5688.172609404889,1521.619269329968,0.267505818444065,664.7633683915092
4978299,730193,8783531,12.8016,5112,439415.027915,10714529.828051,2996232.8413110003,0.00276833,1.882,2.1276,0.05,233.48301164452712,5693.161438921891,1592.047205797556,0.2796420271719961,716.41250948895
4978300,730194,8783531,13.1064,5241,450503.343991,10725641.172188,3131937.02027,0.00276833,1.882,2.1276,0.05,239.3747842672689,5699.065447496281,1664.153570812965,0.2920046428917679,770.771233457078
4978301,730195,8783531,13.4112,5358,460560.21771000006,10735717.55761,3270776.3370970003,0.00276833,1.882,2.1276,0.05,244.7185003772583,5704.419531142403,1737.9257901684382,0.3046630390139608,828.0374892552076
4978302,730196,8783531,13.716,5476,470703.033159,10745878.197885,3412701.445909,0.00276833,1.882,2.1276,0.05,250.1078815935176,5709.818383573327,1813.3376439473964,0.3175823681475085,888.2226790018723
4978303,730197,8783531,14.0208,5597,481103.7242979999,10756296.693984,3557819.8449230003,0.00276833,1.882,2.1276,0.05,255.6342849617428,5715.354247600425,1890.4462512874604,0.3307662428940706,951.4457842926216
4978304,730198,8783531,14.3256,5717,491418.404948,10766628.064382,3706071.298725,0.00276833,1.882,2.1276,0.05,261.11498668862913,5720.843817418704,1969.2196061238049,0.3442183826322904,1017.7843830845794
4978305,730199,8783531,14.6304,5877,505171.39230699994,10780400.257195,3857688.024544,0.00276833,1.882,2.1276,0.05,268.4226314064824,5728.161666947396,2049.781096994687,0.3578427453998586,1087.1961031473488
4978306,730200,8783531,14.9352,6026,517978.836305,10793225.297986,4013592.535228,0.00276833,1.882,2.1276,0.05,275.2278620111584,5734.9762476014885,2132.6209007587677,0.3718622028557979,1160.4878865244398
4978307,730201,8783531,15.24,6168,530184.591571,10805446.4032,4173282.136043,0.00276833,1.882,2.1276,0.05,281.713385531881,5741.469927311371,2217.471910756111,0.3862202430440167,1237.5243157077682
4978308,730202,8783531,15.5448,6314,542734.172345,10818012.970376,4336747.099848,0.00276833,1.882,2.1276,0.05,288.3816006083953,5748.14716810627,2304.328958473964,0.400882039217713,1318.341131860289
4978309,730203,8783531,15.8496,6462,555455.637238,10830752.241889,4503976.567546,0.00276833,1.882,2.1276,0.05,295.141146247609,5754.916175286397,2393.186273935175,0.4158507615127994,1403.051985200943
4978310,730204,8783531,16.1544,6618,568864.775744,10844176.505458,4675281.480696,0.00276833,1.882,2.1276,0.05,302.26608700531347,5762.049152740702,2484.2090758214667,0.4311329198987932,1491.8821792953345
4978311,730205,8783531,16.4592,6779,582703.696673,10858035.075522,4850850.3427949995,0.00276833,1.882,2.1276,0.05,309.6193924936238,5769.412898789586,2577.4975253958555,0.4467521341619718,1585.0693666132304
4978312,730206,8783531,16.764,6912,594135.906538,10869479.900137,5030119.579333999,0.00276833,1.882,2.1276,0.05,315.69389295324123,5775.494102091923,2672.7521675526036,0.4627746337035501,1682.7153100622572
4978313,730207,8783531,17.0688,7040,605138.27116,10880495.502612,5213035.799984,0.00276833,1.882,2.1276,0.05,321.5399953028693,5781.34723836982,2769.944633360255,0.4791174996334077,1784.7252553038363
4978314,730208,8783531,17.3736,7159,615366.984022,10890737.391939,5399028.20436,0.00276833,1.882,2.1276,0.05,326.97501807757703,5786.789262454304,2868.7716282465462,0.4957449629036322,1890.9227015340257
4978315,730209,8783531,17.6784,7263,624306.3377949999,10899687.895821,5587938.679973001,0.00276833,1.882,2.1276,0.05,331.7249403799149,5791.5451093629135,2969.1491391992563,0.5126696042476083,2001.3789022709304
4978316,730210,8783531,17.9832,7368,633331.608381,10908723.810877,5779637.995222,0.00276833,1.882,2.1276,0.05,336.5205145488842,5796.346339467057,3071.008499055261,0.5298179782917567,2115.945143666025
4978317,730211,8783531,18.288,7451,640465.878079,10915865.821614,5973912.026451,0.00276833,1.882,2.1276,0.05,340.3113060993624,5800.141244215728,3174.235933289586,0.5472687301287942,2234.833734319292
4978318,730212,8783531,18.5928,7528,647084.3775460001,10922492.446901,6170139.934815,0.00276833,1.882,2.1276,0.05,343.8280433294368,5803.662299097237,3278.501559412859,0.5649021928658446,2357.562203135411
4978319,730213,8783531,18.8976,7588,652241.636563,10927657.855274,6368134.266985,0.00276833,1.882,2.1276,0.05,346.5683509899044,5806.406936914985,3383.7057741684384,0.5827538115966503,2484.2097744227526
4978320,730214,8783531,19.2024,7641,656797.216119,10932220.967807,6567643.1364440005,0.00276833,1.882,2.1276,0.05,348.9889564925611,5808.8315450621685,3489.714737749204,0.6007601891495126,2614.54597519515
4978321,730215,8783531,19.5072,7693,661266.831776,10936696.323705,6768518.072865,0.00276833,1.882,2.1276,0.05,351.363885109458,5811.209523753986,3596.449560502125,0.6188814128627138,2748.429019161077
4978322,730216,8783531,19.812,7755,666595.98812,10942032.461678,6970938.763797999,0.00276833,1.882,2.1276,0.05,354.1955303506908,5814.04487868119,3704.005719340063,0.6370789693973345,2885.84335085939
4978323,730217,8783531,20.1168,7804,670807.737325,10946248.324379,7174784.336524,0.00276833,1.882,2.1276,0.05,356.43344172422957,5816.2849757592985,3812.318988588736,0.655456017797864,3027.0797365821327
4978324,730218,8783531,20.4216,7861,675707.117079,10951154.176541,7379999.332194,0.00276833,1.882,2.1276,0.05,359.03672533421894,5818.891698480872,3921.359900209352,0.6739015096694608,3171.8057458353874
4978325,730219,8783531,20.7264,7908,679746.954767,10955197.842399,7586561.790335,0.00276833,1.882,2.1276,0.05,361.1832915871414,5821.0402988305,4031.116785512753,0.6925079674027752,3320.3267307672336
4978326,730220,8783531,21.0312,7965,684646.348216,10960101.095097,7794549.913869,0.00276833,1.882,2.1276,0.05,363.7865824739639,5823.645640327843,4141.631197592455,0.7111750016024844,3472.386056002699
4978327,730221,8783531,21.336,8008,688342.371528,10963800.706663,8003835.681910001,0.00276833,1.882,2.1276,0.05,365.75046308607864,5825.611427557386,4252.8351125983,0.7300238207582386,3628.3470832281096
4978328,730222,8783531,21.6408,8042,691264.809752,10966725.942669,8214091.053928999,0.00276833,1.882,2.1276,0.05,367.3032995494155,5827.165750621149,4364.554226317216,0.7490012148447939,3787.917401305746
4978329,730223,8783531,21.9456,8074,694015.339386,10969479.025746,8425203.492217999,0.00276833,1.882,2.1276,0.05,368.7647924473963,5828.628600290118,4476.728741879915,0.768058671924488,3950.899384861571
4978330,730224,8783531,22.2504,8103,696508.00288,10971973.772077,8637093.17612,0.00276833,1.882,2.1276,0.05,370.08926826780026,5829.954182825186,4589.316246609989,0.7871959371704726,4117.264871353991
4978331,730225,8783531,22.5552,8128,698656.849237,10974124.092754,8849751.14724,0.00276833,1.882,2.1276,0.05,371.2310569803401,5831.096754917109,4702.311980467588,0.8064198174215398,4287.042865538856
4978332,730226,8783531,22.86,8149,700461.8817060001,10975930.118581,9063006.578836,0.00276833,1.882,2.1276,0.05,372.1901603113709,5832.056386068543,4815.625174726887,0.8257164979114949,4460.110062992444
4978333,730227,8783531,23.1648,8157,701149.511562,10976618.08241,9276611.211764,0.00276833,1.882,2.1276,0.05,372.5555321795962,5832.421935393199,4929.12391698406,0.8451247134697839,4636.488597377479
4978334,730228,8783531,23.4696,8166,701923.0950590001,10977392.021522,9490443.916677,0.00276833,1.882,2.1276,0.05,372.96657548299686,5832.833167652498,5042.743845205633,0.8645445018334295,4815.751501139722
4978335,730229,8783531,23.7744,8170,702266.909641,10977735.930803,9704456.261782,0.00276833,1.882,2.1276,0.05,373.1492612332625,5833.0159037210415,5156.459225176408,0.8840125434746304,4997.9986143220385
4978336,730230,8783531,24.0792,8170,702266.909641,10977735.930803,9918507.215841,0.00276833,1.882,2.1276,0.05,373.1492612332625,5833.0159037210415,5270.1951200005315,0.9035111864924849,5183.080758935227
4978337,730231,8783531,24.384,8170,702266.909641,10977735.930803,10132558.1699,0.00276833,1.882,2.1276,0.05,373.1492612332625,5833.0159037210415,5383.931014824655,0.923009829510339,5370.845125219563
4978338,730232,8783531,24.6888,8170,702266.909641,10977735.930803,10346609.123958,0.00276833,1.882,2.1276,0.05,373.1492612332625,5833.0159037210415,5497.666909648247,0.9425084725281024,5561.272689301689
4978339,730233,8783531,24.9936,8170,702266.909641,10977735.930803,10560660.078017,0.00276833,1.882,2.1276,0.05,373.1492612332625,5833.0159037210415,5611.40280447237,0.9620071155459564,5754.344955830667
11747488,262197,8784035,0.0,350,30112.139199,30112.945197000005,0.0,0.00228055,1.219,0.7344,0.05,24.70232912141099,24.70299031747334,0.0,0.0,0.0
11747489,262198,8784035,0.3048,579,49814.049887,49816.720416,11833.641948,0.00228055,1.219,0.7344,0.05,40.86468407465135,40.86687482854799,9.707663616078753,0.2375435767184566,3.556258934323107
11747490,262199,8784035,0.6096,763,65644.30016,65657.164488,29405.683606,0.00228055,1.219,0.7344,0.05,53.85094352748154,53.86149670877768,24.122792129614435,0.4478670962309742,13.486837991656154
11747491,262200,8784035,0.9144,1016,87410.912787,87452.647277,52971.907327,0.00228055,1.219,0.7344,0.05,71.70706545283018,71.74130211402789,43.455215198523376,0.6057210270515342,29.712564205929127
11747492,262201,8784035,1.2192,1191,102466.89689,102544.163443,82050.605269,0.00228055,1.219,0.7344,0.05,84.05815987694831,84.12154507219032,67.30976642247744,0.8001489554752523,55.40833586668847
11747493,262202,8784035,1.524,1355,116576.474268,116700.948342,115598.007703,0.00228055,1.219,0.7344,0.05,95.632874707137,95.73498633470058,94.8301949983593,0.9905490002037708,90.00094740155392
11747494,262203,8784035,1.8288,1543,132750.7534,132918.072745,154017.725565,0.00228055,1.219,0.7344,0.05,108.9013563576702,109.03861586956522,126.3476009557014,1.1587417902189956,133.12958403792294
11747495,262204,8784035,2.1336,1649,141870.243846,142073.890478,195850.911662,0.00228055,1.219,0.7344,0.05,116.38248059557012,116.54954099917964,160.6652269581624,1.3785144547183872,190.06956011759095
11747496,262205,8784035,2.4384,1724,148322.705114,148579.170407,240061.53956,0.00228055,1.219,0.7344,0.05,121.67572199671862,121.8861119007383,196.9331743724364,1.6157146314816817,258.98728812423553
11747497,262206,8784035,2.7432,1810,155721.566806,156070.476829,286544.493307,0.00228055,1.219,0.7344,0.05,127.74533782280557,128.03156425676784,235.06521190073832,1.8359942195919283,336.6296475502564
11747498,262207,8784035,3.048,1937,166647.647953,167103.830478,335340.50082899997,0.00228055,1.219,0.7344,0.05,136.70848888679245,137.08271573256766,275.09475047497943,2.0067792573620813,418.0213852663644
11747499,262208,8784035,3.3528,2043,175767.114089,176350.286227,387625.480322,0.00228055,1.219,0.7344,0.05,144.18959318211648,144.66799526415093,317.9864481722723,2.198042819295707,513.4314949100517
11747500,262209,8784035,3.6576,2125,182821.768634,183515.845083,442159.478003,0.00228055,1.219,0.7344,0.05,149.9768405529122,150.54622238146018,362.7231156710418,2.40938038785164,622.6279446618125
11747501,262210,8784035,3.9624,2227,191597.152984,192406.401357,499119.9105399999,0.00228055,1.219,0.7344,0.05,157.17567923215748,157.8395417202625,409.45029576702206,2.594092020950535,738.3142248944836
11747502,262211,8784035,4.2672,2361,203125.557841,204062.909943,559256.693444,0.00228055,1.219,0.7344,0.05,166.63294326579162,167.40189494913864,458.7831775586546,2.740609224871951,858.1344885752965
11747503,262212,8784035,4.572,2564,220590.249082,221667.144603,624322.4341300001,0.00228055,1.219,0.7344,0.05,180.96000745036915,181.8434328162428,512.1595029778507,2.81648611140882,975.573750141428
11747504,262213,8784035,4.8768,2717,233753.288944,235011.26216,693491.993138,0.00228055,1.219,0.7344,0.05,191.75823539294504,192.7902068580804,568.9023733699754,2.9508883394101253,1117.8650837377274
11747505,262214,8784035,5.1816,2875,247346.444318,248774.521139,766814.4388550001,0.00228055,1.219,0.7344,0.05,202.9093062493847,204.0808212789171,629.0520417186218,3.0823672590914204,1272.5044012168064
11747506,262215,8784035,5.4864,3072,264294.850517,265902.11980700004,844619.301321,0.00228055,1.219,0.7344,0.05,216.8128388162428,218.13135341017227,692.8788361944216,3.1764293640609216,1429.9907418780754
11747507,262216,8784035,5.7912,3257,280210.860057,281973.04038,927561.174443,0.00228055,1.219,0.7344,0.05,229.86945041591468,231.31504543068087,760.9197493379819,3.28953850762816,1607.4789731877258
11747508,262217,8784035,6.096,3401,292599.60531199997,294498.606202,1014876.324395,0.00228055,1.219,0.7344,0.05,240.03249000164067,241.59032502214927,832.5482562715341,3.4461158831389676,1814.1747944382691
11747509,262218,8784035,6.4008,3596,309376.12453800003,311411.373939,1106603.500116,0.00228055,1.219,0.7344,0.05,253.7950160278917,255.46462177112383,907.7961444757998,3.553510220640702,2019.0318721072936
11747510,262219,8784035,6.7056,3778,325034.250331,327259.857975,1203274.11693,0.00228055,1.219,0.7344,0.05,266.64007410254305,268.4658391919606,987.0993576127972,3.6768154957212023,2245.9076219583903
11747511,262220,8784035,7.0104,3938,338799.591729,341202.44753299997,1304423.366287,0.00228055,1.219,0.7344,0.05,277.93239682444624,279.90356647497947,1070.0765925242,3.8230187846493697,2498.823684494967
11747512,262221,8784035,7.3152,4096,352392.906592,355019.834982,1409626.746208,0.00228055,1.219,0.7344,0.05,289.083598516817,291.2385848908942,1156.3796113273172,3.970557719062288,2769.392827608697
11747513,262222,8784035,7.62,4267,367104.657586,369939.896042,1519381.686244,0.00228055,1.219,0.7344,0.05,301.1523031878589,303.47817558818707,1246.416477640689,4.107104160702638,3053.0701845480767
11747514,262223,8784035,7.9248,4416,379923.564936,382990.039162,1633098.633364,0.00228055,1.219,0.7344,0.05,311.6682239015587,314.18378930434784,1339.7035548515175,4.2640759977395115,3364.664728936615
11747515,262224,8784035,8.2296,4563,392570.403158,395836.819256,1750924.867845,0.00228055,1.219,0.7344,0.05,322.0429886447908,324.722575271534,1436.3616635315832,4.423350185402087,3696.7023362407217
11747516,262225,8784035,8.5344,4727,406679.767925,410115.532526,1872932.45351,0.00228055,1.219,0.7344,0.05,333.61752906070546,336.4360398080393,1536.4499208449547,4.566841060552278,4039.356048523879
11747517,262226,8784035,8.8392,4850,417261.750281,420815.980462,1998428.811234,0.00228055,1.219,0.7344,0.05,342.29840055865463,345.21409389827727,1639.400173284659,4.748937549947581,4423.836598040129
11747518,262227,8784035,9.144,4995,429736.465006,433487.055712,2127547.764077,0.00228055,1.219,0.7344,0.05,352.53196473010667,355.60874135520913,1745.3222018679244,4.907984531585413,4814.237724250165
11747519,262228,8784035,9.4488,5136,441867.065913,445816.790258,2260348.64648,0.00228055,1.219,0.7344,0.05,362.48323700820345,365.7233718277276,1854.2646812797375,5.0701290213226535,5226.7796938784895
11747520,262229,8784035,9.7536,5261,452621.13034,456717.420894,2396619.6576509997,0.00228055,1.219,0.7344,0.05,371.3052750943395,374.66564470385555,1966.053861895816,5.247489033721869,5670.389602511903
11747521,262230,8784035,10.0584,5369,461912.67221099994,466261.402686,2535925.301987,0.00228055,1.219,0.7344,0.05,378.9275407801476,382.4949981017227,2080.332487273995,5.438848867562814,6144.980938894784
11747522,262231,8784035,10.3632,5453,469139.393393,473670.909112,2677825.732172,0.00228055,1.219,0.7344,0.05,384.8559420779327,388.5733462772764,2196.7397310680885,5.653346407091311,6658.332283610625
11747523,262232,8784035,10.668,5547,477226.447542,481984.962917,2822078.773428,0.00228055,1.219,0.7344,0.05,391.4901128318293,395.3937349606234,2315.0769265200984,5.855117878260395,7182.996420763109
11747524,262233,8784035,10.9728,5643,485485.550929,490370.197909,2968867.880095,0.00228055,1.219,0.7344,0.05,398.2654232395406,402.2725167424118,2435.4945693970467,6.054339951234036,7727.069687804902
11747525,262234,8784035,11.2776,5740,493830.74312700005,499107.052184,3117951.824635,0.00228055,1.219,0.7344,0.05,405.1113561337162,409.4397474848236,2557.7947700041013,6.247060246877739,8286.4011272431
11747526,262235,8784035,11.5824,5936,510692.891531,516132.335188,3271337.916293,0.00228055,1.219,0.7344,0.05,418.9441275890074,423.4063455192781,2683.624213529942,6.338176652120473,8778.380257181989
11747527,262236,8784035,11.8872,6056,521016.82059399993,526797.297422,3428579.028941,0.00228055,1.219,0.7344,0.05,427.41330647579974,432.1552891074651,2812.6161024946673,6.508345896456788,9364.271664993235
11747528,262237,8784035,12.192,6204,533749.8546119999,539681.907734,3589248.24151,0.00228055,1.219,0.7344,0.05,437.8587814700573,442.72510888761275,2944.4202145283016,6.6506736469644245,9945.501265948178
11747529,262238,8784035,12.4968,6302,542181.121207,548193.163856,3753346.102851999,0.00228055,1.219,0.7344,0.05,444.775325026251,449.7072714159147,3079.036999878588,6.846758314990466,10603.633320488869
11747530,262239,8784035,12.8016,6400,550612.309145,556674.078443,3919981.330924,0.00228055,1.219,0.7344,0.05,451.6918040566037,456.6645434315012,3215.735300183757,7.041788872023761,11283.714466011805
11747531,262240,8784035,13.1064,6491,558441.2196289999,564551.1900899999,4089116.813411,0.00228055,1.219,0.7344,0.05,458.1142080631665,463.1264889991796,3354.4846705586547,7.243128497805699,11993.880930147288
11747532,262241,8784035,13.4112,6561,564463.383622,570631.744791,4260271.705095,0.00228055,1.219,0.7344,0.05,463.0544574421657,468.11463887694833,3494.890652251845,7.465886263750309,12750.805859978014
11747533,262242,8784035,13.716,6634,570743.719704,576973.016351,4433227.720577,0.00228055,1.219,0.7344,0.05,468.2064968859721,473.3166664077113,3636.7741760270706,7.683596277369159,13525.162375998749
11747534,262243,8784035,14.0208,6706,576937.9238689999,583210.477239,4608230.602192,0.00228055,1.219,0.7344,0.05,473.2878784815422,478.4335334200164,3780.336835268252,7.901488025400379,14323.623064240202
11747535,262244,8784035,14.3256,6776,582960.091978,589311.733747,4784914.359851999,0.00228055,1.219,0.7344,0.05,478.22813123707954,483.4386659122231,3925.2783920032807,8.119496161103475,15145.129075177469
11747536,262245,8784035,14.6304,6852,589498.439682,595961.534591,4963715.188619,0.00228055,1.219,0.7344,0.05,483.59182910746506,488.89379375799825,4071.956676471698,8.328918731349882,15980.070582406026
11747537,262246,8784035,14.9352,6912,594660.310147,601173.643488,5144084.932440001,0.00228055,1.219,0.7344,0.05,487.8263413839212,493.1695188580804,4219.922011845776,8.556737289070261,16861.376217433422
11747538,262247,8784035,15.24,6977,600252.325941,606832.229403,5326141.730299,0.00228055,1.219,0.7344,0.05,492.41372103445445,497.81150894421654,4369.2713127965535,8.776959219089012,17756.39762872397
11747539,262248,8784035,15.5448,7032,604984.069655,611609.0923100001,5509755.644456,0.00228055,1.219,0.7344,0.05,496.2953811771944,501.7301823707958,4519.897985607876,9.00862285033416,18690.347008504432
11747540,262249,8784035,15.8496,7087,609715.772443,616381.691642,5694956.984621,0.00228055,1.219,0.7344,0.05,500.17700774651354,505.6453581968826,4671.826894684988,9.239335077344707,19647.034863210683
11747541,262250,8784035,16.1544,7135,613845.257658,620544.209741,5881399.647306,0.00228055,1.219,0.7344,0.05,503.5646084150943,509.0600572116488,4824.774115919606,9.47780924385831,20637.896152139903
11747542,262251,8784035,16.4592,7210,620297.5276319999,627038.91542,6069519.898751999,0.00228055,1.219,0.7344,0.05,508.85769288925337,514.3879535849056,4979.097537942575,9.679654243926064,21599.33226169408
